Artist,Title,Album,Date,Lyric,compound,neg,neu,pos,VADER sentiment
Rihanna,Rude Boy,Rated R,2010-02-19,come here rude boy boy can you get it up come here rude boy boy is you big enough take it take it yeah baby baby yeah take it take it yeah love me love me come here rude boy boy can you get it up come here rude boy boy is you big enough take it take it yeah baby baby yeah take it take it yeah love me love me   tonight i'ma let you be the captain tonight i'ma let you do your thing yeah tonight i'ma let you be a rider giddyup giddyup giddyup babe tonight i'ma let it be fire tonight i'ma let you take me higher tonight baby we could get it on yeah we could get it on yeah  pre do you like it boy i want want want whatchu want want want give it to me baby like boom boom boom what i want want want is what you want want want nah nahah   come here rude boy boy can you get it up come here rude boy boy is you big enough take it take it yeah baby baby yeah take it take it yeah love me love me come here rude boy boy can you get it up come here rude boy boy is you big enough take it take it yeah baby baby yeah take it take it yeah love me love me   tonight i'ma give it to ya harder tonight i'ma turn ya body out relax let me do it how i wanna if you got it i need it and i'ma put it down buckle up i'ma give it to ya stronger hands up we could go a little longer tonight i'ma get a little crazy get a little crazy baby  pre like it boy i want want want whatchu want want want give it to me baby like boom boom boom what i want want want is what you want want want nah nahah   come here rude boy boy can you get it up come here rude boy boy is you big enough take it take it yeah baby baby yeah take it take it yeah love me love me come here rude boy boy can you get it up come here rude boy boy is you big enough take it take it yeah baby baby yeah take it take it yeah love me love me   i like the way you touch me there i like the way you pull my hair babe if i don't feel it i ain't faking no no oh no i like when you tell me 'kiss you there' i like when you tell me 'move it there' so giddyup time to get it up you say you a rude boy show me what you got now come here right now take it take it baby baby take it take it love me love me   come here rude boy boy can you get it up come here rude boy boy is you big enough take it take it yeah baby baby yeah take it take it yeah love me love me come here rude boy boy can you get it up come here rude boy boy is you big enough take it take it yeah baby baby yeah take it take it yeah love me love me love me love me love me love me love me love me take it take it baby baby take it take it love me love me love me love me love me love me yeah yeah yeah take it take it baby baby take it take it love me love me,0.9995,0.079,0.598,0.323,Positive
Rihanna,Rehab,Good Girl Gone Bad,2008-10-06,rihanna baby baby when we first met i never felt something so strong you were like my lover and my best friend all wrapped into one with a ribbon on it and all of a sudden you went and left i didn't know how to follow it's like a shot that spun me around and now my heart left i feel so empty and hollow  pre rihanna and i'll never give myself to another the way i gave it to you don't even recognize the ways you hurt me do you it's gonna take a miracle to bring me back and you're the one to blame   rihanna and now i feel like oh you're the reason why i'm thinking i don't wanna smoke on these cigarettes no more i guess that's what i get for wishful thinking i should've never let you enter my door next time you wanna go on and leave i should just let you go on and do it do it 'cause now i'm using like i bleed  post rihanna it's like i checked into rehab baby you're my disease it's like i checked into rehab baby you're my disease i gotta check into rehab 'cause baby you're my disease i gotta check into rehab 'cause baby you're my disease   rihanna damn ain't it crazy when you're love swept you'll do anything for the one you love 'cause anytime that you needed me i'd be there it's like you were my favorite drug the only problem is that you was using me in a different way that i was using you but now that i know it's not meant to be you gotta go i gotta wean myself off of you  pre rihanna and i'll never give myself to another the way i gave it to you don't even recognize the ways you hurt me do you it's gonna take a miracle to bring me back and you're the one to blame   rihanna 'cause now i feel like oh you're the reason why i'm thinking i don't wanna smoke on these cigarettes no more i guess that's what i get for wishful thinking i should've never let you enter my door let you enter my door next time you wanna go on and leave i should just let you go on and do it do it 'cause now i'm using like i bleed using like i bleed  post rihanna it's like i checked into rehab oh baby you're my disease you're my disease it's like i checked into rehab baby you're my disease i gotta check into rehab oh 'cause baby you're my disease you're my disease i gotta check into rehab 'cause baby you're my disease   justin timberlake  rihanna now ladies gimme that oh oh oh oh ohoh oh oh ohoh oh now gimme that oh oh oh oh ohoh oh oh ohoh now ladies gimme that oh oh oh oh ohoh oh oh ohoh oh now gimme that oh oh oh oh ohoh oh oh ohoh  pre rihanna oh you're the reason why i'm thinking i don't wanna smoke on these cigarettes no more i guess that's what i get for wishful thinking i should've never let you enter my door next time you wanna go on and leave i should just let you go on and do it do it 'cause now i'm using like i bleed   rihanna it's like i checked into rehab oh baby you're my disease it's like i checked into rehab baby you're my disease i gotta check into rehab oh 'cause baby you're my disease i gotta check into rehab 'cause baby you're my disease,0.99,0.04,0.859,0.101,Positive
Rihanna,Jump,Unapologetic,2012-11-19,kevin cossom jump jump jump jump jump jump jump jump jump jump   rihanna tell me that you love me when you know you don't love me but i guess i guess i guess it's all good you can play the game i'ma still do my thing ain't no better way for it to be put when you fuck them other girls i bet they be wondering why you always call my name you think i'm gonna wait around i ain't got all day  pre rihanna you don't need another lover don't you let it go i already got it covered let the others know   rihanna if you want it let's do it ride it my pony my saddle is waiting come and jump on it if you want it let's do it ride it my pony my saddle is waiting come and jump on it  drop kevin cossom jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump   rihanna think i give a damn boy don't you know who i am i ain't running 'round chasing no dude think somebody else like me gone come around boy you got it misunderstood put it in your face but you actin' all scared like you can't recognize a good thing now that you got a chance tell me what it's gon' be  pre rihanna you don't need another lover don't you let it go i already got it covered let the others know   rihanna if you want it let's do it ride it my pony my saddle is waiting come and jump on it if you want it let's do it ride it my pony my saddle is waiting come and jump on it  drop rihanna jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump jump   kevin cossom you say it's my fault okay i get it you ain't pick up your calls i'm like forget it see you put up your wall you know you did it the rise and the fall just admit it you say it's my fault okay i get it you ain't answer your calls i'm like forget it it's the the rise and the fall it's the the rise and the fall and you could have had it all   rihanna if you want it let's do it ride it my pony my saddle is waiting come and jump on it if you want it let's do it ride it my pony my saddle is waiting come and jump on it  drop rihanna jump jump jump jump jump on it jump jump jump jump jump on it jump jump jump jump jump on it jump jump jump jump jump on it jump jump jump jump jump jump on it jump jump jump jump jump jump on it jump jump jump jump jump jump on it jump jump jump jump jump jump on it,-0.9337,0.088,0.837,0.074,Negative
Rihanna,Skin,Loud,2010-11-12,the mood is set huh huh so you already know what's next uhhuh ah tv on blast turn it down turn it down don't want it to clash with my body screaming out no nooh i know you hearin' it ohoh you got me moanin' now i got a secret that i wanna show you oh i got a secret so i'ma drop em to the floor oh  refrain and no teasin' you waited long enough go deep i'ma throw it at you can you catch it don't hold back you know i like it rough know i'm feelin' you huh know you're likin' it huh so why you standin' over there with your clothes on baby strip down for me go on take 'em off don't worry baby i'ma meet you halfway 'cause i know you wanna see me   almost there huh huh so baby don't stop what you're doing uhhuh ah softer than a mother boy i know you wanna touch breathing down my neck i can tell you wanna nooh and now you want it like ohoh want you to feel it now i got a secret that i wanna show you oh i got a secret so i'ma drop em to the floor oh  refrain and no teasin' you waited long enough go deep i'ma throw it at you can you catch it don't hold back you know i like it rough know i'm feelin' you huh know you're likin' it huh so why you standin' over there with your clothes on baby strip down for me go on take 'em off don't worry baby i'ma meet you halfway 'cause i know you wanna see me   no heels no shirt no skirt all i'm in is just skin no jeans take 'em off wanna feel your skin you a beast oh you know that i like that skin come here baby all i wanna see you in is just skin oh woah oh oh your skin oh woah oh oh just skin oh woah oh oh i'm lovin' your skin oh oh   all in baby don't hold nothing back oh woah wanna take control ain't nothing wrong with that oh woah say you're likin' how i'm feelin' gotta tell me that just put your skin baby on my skin   no heels no shirt no skirt all i'm in is just skin no jeans take 'em off wanna feel your skin you a beast oh you know that i like that skin you know that i like it baby come here baby all i wanna see you in is just skin oh oh your skin oh oh just skin oh oh oh oh i'm lovin' your skin oh oh all i wanna see you in is just   no heels no shirt no skirt all i'm in is just skin no jeans take 'em off wanna feel your skin you a beast oh you know that i like that skin come here baby all i wanna see you in is just skin all i wanna see you in is just skin oh oh your skin all i wanna see you in is just skin oh oh oh just skin all i wanna see you in oh oh i'm lovin' your skin all i wanna see you in is your skin oh oh oh,0.7062,0.052,0.884,0.065,Positive
Rihanna,Talk That Talk,Talk That Talk,2012-01-17,rihanna talk that talk to me yeah talk that talk to me yeah   jayz uh i be tryna chill bitches wanna fuck me every little city i go fuck me shawty must've heard got the word i move that d had it by her bladder she like oh i gotta pee hahaha ran into a rothko in my restroom singer slash actress in my bedroom gotta have a ticket for a walk through everything i do is big who y'all talkin to i talk big money i talk big homes i sell out arenas i call that getting dome million dollar voice came through phone we heading to the top if you coming come on im flying out to pisa just to get some pizza fly down to jamaica just to roll some reefer sex on the beach left love speechless they say that money talk tell these other niggas speak up whats up   rihanna one and two and a three and four come on let me know if you want some more you know what i like now get it right boy talk that talk to me all night yeah boy i like it yeah boy i like it love it when you talk that talk to me yeah yeah that talk to me yeah love it when you talk that talk to me yeah   rihanna say what you want say what you like say you want me to do and i got you tell me how to love you tell me how to hold you imma get it right on the first try for you 'cause you aint never had a woman like me and you will never have another like me no so imma give it to you baby   rihanna one and two and a three and four come on let me know if you want some more you know what i like now get it right boy talk that talk to me all night yeah boy i like it yeah boy i like it love it when you talk that talk to me yeah yeah that talk to me yeah love it when you talk that talk to me yeah   rihanna what you saying now give it to me baby i want it all night give it to me baby what you saying now give it to me baby give it to me baby give it to me baby what you saying now give it to me baby i want it all night give it to me baby what you saying now give it to me baby give it to me baby give it to me baby   rihanna one and two and a three and four come on let me know if you want some more you know what i like now get it right boy talk that talk to me all night yeah boy i like it yeah boy i like it love it when you talk that talk to me yeah yeah that talk to me yeah oh yeah love it when you talk that talk to me yeah   rihanna  jayz ohoh ohohohohohoh talk that talk to me yeah ohoh ohohohohohoh talk talk that talk to me yeah uh ohoh ohohohohohoh talk that talk to me yeah ohoh ohohohohohoh talk talk that talk to me yeah,0.9983,0.031,0.763,0.207,Positive
Rihanna,Te Amo,Rated R,2010-06-08,te amo te amo she says to me i hear the pain in her voice then we danced underneath the candelabra she takes the lead that's when i saw it in her eyes it's over   then she said te amo then she put her hand around me waist i told her no she cried te amo i told her i'm not gonna run away but let me go my soul is awry without asking why i said te amo wish somebody'd tell me what she said don't it mean i love you think it means i love you don't it mean i love you   te amo te amo she's scared to breathe i hold her hand i got no choice uh pulled me out on the beach danced in the water i start to leave she's begging me and asking why it's over   then she said te amo then she put her hand around me waist i told her no she cried te amo i told her i'm not gonna run away but let me go my soul is awry without asking why i said te amo wish somebody'd tell me what she said don't it mean i love you think it means i love you don't it mean i love you   listen we can dance but you gotta watch your hands watch me all night im moving through the light because i understand that we all need love and i'm not afraid to feel the love but i don't feel that way   then she said te amo then she put her hand around me waist i told her no she cried te amo i told her i'm not gonna run away but let me go my soul is awry without asking why i said te amo wish somebody'd tell me what she said don't it mean i love you think it means i love you don't it mean i love you think it means i love you   te amo te amo don't it mean i love you,0.9987,0.04,0.711,0.25,Positive
Rihanna,Get It Over With,Unapologetic,2012-11-19,it's dark in the day i'll say now don't complain look up the sun is just a cloud away you're so afraid to cry but your heart be feeling dry it's time to change but you keep thunderin' thunderin' i'm wonderin' wonderin' why you keep thunderin' won't you just rain and get it over with   when i feel the pain now babe i won't complain i hear you say look up the sun is just a cloud away and now we're so afraid to cry when you need a wave to ride that's the way you keep thunderin' thunderin' i'm wonderin' wonderin' why you keep thunderin' won't you just fucking rain and get it over with   and get it over with i see you rolling it let's get it over with get high and float again roll up and go again i see you rolling it let's get it over with get high and float again roll up and go again it's alright we can roll in the clouds getting high we can float in the clouds it's alright we can roll in the clouds getting high we can float in the clouds it's alright we can roll on the clouds getting high we can float in the clouds   keep thunderin' thunderin' i'm wonderin' wonderin' why you keep thunderin' won't you fucking just rain and get it over with   and get it over with i see you rolling it let's get it over with get high and float again roll up and go again i see you rolling it let's get it over with get high and float again roll up and go again it's alright we can roll in the clouds getting high we can float in the clouds it's alright we can roll in the clouds getting high we can float in the clouds it's alright we can roll on the clouds getting high we can float in the clouds we should be lighting it up we should be lighting it up started with a lighting it's dark in the day now say now don't complain look up the sun is just a cloud away,0.9355,0.029,0.894,0.077,Positive
Rihanna,You Da One,Talk That Talk,2011-11-14,you da one that i dream about all day you da one that i think about always you are the one so i make sure i'll behave my love is your love your love is my love   baby i love you i need you here with me all the time baby we meant to be you got me smiling all the time  pre 'cause you know how to give me that you know how to pull me back when i go runnin' runnin' tryna get away from loving ya you know how to love me hard i won't lie i'm falling hard yep i'm falling for ya but there's nothin' wrong with that   you da one that i dream about all day you da one that i think about always you are the one so i make sure i'll behave my love is your love your love is my love you da one that i dream about all day you da one that i think about always you are the one so i make sure i'll behave my love is your love your love is mine   baby come take me now hold me now make me come alive you got the sweetest touch i'm so happy you came in my life  pre 'cause you know how to give me that you know how to pull me back when i go runnin' runnin' tryna get away from loving ya you know how to love me hard i won't lie i'm falling hard yep i'm falling for ya but there's nothin' wrong with that   you da one that i dream about all day you da one that i think about always you are the one so i make sure i'll behave my love is your love your love is my love you da one that i dream about all day you are the one you da one that i think about always you are the one so i make sure i'll behave my love is your love your love is mine   and yes i'm kinda crazy that's what happens baby when you put it down you shouldn't give it to me good like that shouldn't hit it like that had me yellin' like that didn't know you would've had me coming back you the one that i'm feelin' you the one that i'm lovin' ain't no other niggas like you no there's just one one one one one one no baby just one one one one i bet you wanna know   you da one that i dream about all day you da one that i think about always you are the one so i make sure i'll behave my love is your love your love is my love your love is mine you da one that i dream about all day you are the one you da one that i think about always you are the one so i make sure i'll behave my love is your love your love is mine,0.9997,0.044,0.621,0.335,Positive
Rihanna,Pon de Replay,Music of the Sun (UK Edition)  ,2005-05-24,come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up   it goes one by one even two by two everybody on the floor let me show you how we do let's go dip it low then you bring it up slow wind it up one time wind it back once more  pre come run run run run everybody move run lemme see you move and rock it 'til the groove done shake it 'til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah one time for your mind say it yeah yeah well i'm ready for ya come let me show ya you want to groove i'mma show you how to move come   come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up  post hey mister please mr dj tell me if you hear me turn the music up hey mister hey mister please mr dj tell me if you hear me turn the music up   it goes one by one even two by two everybody in the club gon' be rockin' when i'm through let the bass from the speakers run through ya sneakers move both ya feet and run to the beat  pre come run run run run everybody move run lemme see you move and rock it 'til the groove done shake it 'til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah one time for your mind say it yeah yeah well i'm ready for ya come let me show ya you want to groove i'mma show you how to move   come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up  post hey mister hey mister please mr dj tell me if you hear me turn the music up turn the music up right now hey mister oh mister please mr dj tell me if you hear me turn the music up turn the music up right now   okay everybody get down if you feel me put your hands up to the ceiling everybody get down if you feel me come and put your hands up to the ceiling everybody get down if you feel me put your hands up to the ceiling everybody get down if you feel me come and put your hands up to the ceiling   come mr dj song pon de replay come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what all the gyal pon the dancefloor come mr dj won't you turn the music up come mr dj song pon de replay hey mr dj boy hey mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up,0.981,0.008,0.933,0.059,Positive
Rihanna,Stupid In Love,Rated R,2009-11-20,stupid in love oh stupid in love   let me tell you something never have i ever been a size ten in my whole life i left the engine running i just came to see what you would do if i gave you a chance to make things right so i made it even though katy told me that this would be nothing but a waste of time and she was right mmm don't understand it blood on your hands and still you insist on repeatedly trying to tell me lies and i just don't know why oh   this is stupid i'm not stupid don't talk to me like i'm stupid i still love you but i just can't do this i may be dumb but i'm not stupid   my new nickname is you idiot such an idiot mmm that's what my friends are calling me when they see me yelling into my phone they're telling me let go he is not the one i thought i saw your potential guess that's what made me dumb he don't want it not like you want it scheming and cheating oh girl why do you waste your time you know he ain't right telling me this i don't wanna listen but you insist on repeatedly tryna tell me lies and i just don't know why   this is stupid i'm not stupid don't talk to me like i'm stupid i still love you but i just can't do this i may be dumb but i'm not stupid   tryna make this work but you act like a jerk silly of me to keep holding on oh but the dunce cap is off you don't know what you've lost and you won't realize till i'm gone gone gone that i was the one which one of us is really dumb oh no no no i'm not stupid in love   this is stupid i'm not stupid don't talk to me like i'm stupid i still love you but i just can't do this i may be dumb but i'm not stupid   i may be dumb but i'm not stupid in love,-0.983,0.214,0.621,0.165,Negative
Rihanna,Lost in Paradise,Unapologetic,2012-11-19,what am i supposed to do with this heart how do i take it off if i love at all it's like a work of art in love we all will fall but we fell a little harder what am i supposed to do with this heart it may be wrong but it feels right to be lost in paradise   i'm so lost in paradise if i open up my eyes i can see the storm i can see the sky i can see the darkness flashing lights all my fears gone tonight let me stay i'm lost in paradise bass slap   how was i to know that my love was delusional somebody told me how to mend a broken hearted soul in love we all will fall but we fell a little harder what am i supposed to do with this heart it may be wrong but it feels right to be lost in paradise   i'm so lost in paradise lost in paradise if i open up my eyes i can see the storm i can see the sky i can see the darkness flashing lights all my fears gone tonight let me stay i'm lost in paradise bass slap bass slap   it may be wrong but it feels right all my fears are gone tonight i'm lost in paradise   i'm so lost in paradise lost in paradise if i open up my eyes i can see the storm i can see the sky i can see the darkness flashing lights all my fears gone tonight let me stay i'm lost in paradise lost in paradise yeah lost in paradise lost in paradise bass slap,0.9963,0.188,0.516,0.296,Positive
Rihanna,Cry,Good Girl Gone Bad,2007-05-31,i'm not the type to get my heart broken i'm not the type to get upset and cry 'cause i never leave my heart open never hurts me to say goodbye relationships don't get deep to me never got that whole in love thing and someone can say they love me truly but at the time it didn't mean a thing  pre my mind is gone i'm spinning 'round and deep inside my tears i'll drown i'm losing grip what's happening i stray from love this is how i feel   this time was different felt like i was just a victim and it cut me like a knife when you walked out of my life now i'm in this condition and i've got all the symptoms of a girl with a broken heart but no matter what you'll never see me cry   did it happen when we first kissed 'cause it's hurting me to let it go maybe 'cause we spent so much time and i know that it's no more i should've never let you hold me baby maybe why i'm sad to see us apart i didn't give to you on purpose can't figure out how you stole my heart  pre my mind is gone i'm spinning 'round and deep inside my tears i'll drown i'm losing grip what's happening i stray from love this is how i feel   this time was different felt like i was just a victim and it cut me like a knife when you walked out of my life now i'm in this condition and i've got all the symptoms of a girl with a broken heart but no matter what you'll never see me cry   how did i get here with you i'll never know i never meant to let it get so personal and after all i tried to do to stay away from loving you i'm broken hearted i can't let you know and i won't let it show you won't see me cry cry cry cry   this time was different felt like i was just a victim and it cut me like a knife when you walked out of my life now i'm in this condition and i've got all the symptoms of a girl with a broken heart but no matter what you'll never see me cry this time was different felt like i was just a victim and it cut me like a knife when you walked out of my life you'll never see me cry now i'm in this condition and i've got all the symptoms of a girl with a broken heart   but no matter what you'll never see me cry all my life,0.9461,0.167,0.653,0.18,Positive
Rihanna,Complicated,Loud,2010-11-12,refrain you're not easy to love you're not easy to love no you're not easy to love you're not easy to love no   why is everything with you so complicated why do you make it hard to love you oh i hate it 'cause if you really wanna be alone i will throw my hands up 'cause baby i tried but everything with you is so complicated oh why   sometimes i get you sometimes i don't understand sometimes i love you sometimes it's you i can't stand sometimes i wanna hug you sometimes i wanna push you away most times i wanna kiss you other times punch you in the face 'cause every minute you start switching up and you say things like you don't give a fuck then i say i'm through with you take my heart from you and you come running after me and baby i'm back with you oh  refrain you're not easy to love you're not easy to love no you're not easy to love you're not easy to love no   why is everything with you so complicated why do you make it hard to love you oh i hate it 'cause if you really wanna be alone i will throw my hands up 'cause baby i tried but everything with you is so complicated oh why   sometimes i catch you sometimes you get away sometimes i read you other times i'm like where are you on the page sometimes i feel like we will be together forever but you're so complicated my heart knows better   why is everything with you so complicated why do you make it hard to love you oh i hate it 'cause if you really wanna be alone i will throw my hands up 'cause baby i tried but everything with you is so complicated oh why   i'ma stick around just a little while longer just to make sure that you're really sure you like sleeping alone i'ma stick around just a little while longer just to make sure that you're really sure you like sleeping alone   why is everything with you so complicated why do you make it hard to love you oh i hate it 'cause if you really wanna be alone i will throw my hands up 'cause baby i tried but everything with you is so complicated oh why  refrain you're not easy to love you're not easy to love no you're not easy to love you're not easy to love no,-0.9862,0.23,0.623,0.147,Negative
Rihanna,Farewell,Talk That Talk,2011-11-18,wherever you're going i wanna go wherever you're headed can you let me know don't mind catching up i'm on my way just can't take the thought of you miles away  pre and i know you're going somewhere to make a better life i hope that you'll find it on the first try and even though it kills me that you have to go i know it'll be sadder if you never hit the road   so farewell somebody's gonna miss you miss you miss you miss you farewell somebody's gonna wish that you were here that somebody's me   i will write to tell you what's goin' on but you won't miss nothing but the same old song if you don't mind catching up i'll spend the day telling you stories about a land far away but i know  pre and i know you're going somewhere to make a better life oh i hope that you'll find it on the first try and even though it kills me that you have to go i know it'll be sadder if you never hit the road   so farewell somebody's gonna miss you miss you miss you miss you farewell somebody's gonna wish that you were here farewell somebody's gonna miss you miss you miss you miss you farewell somebody's gonna wish that you were here that somebody's me   and i'm gon' try to hold it all in try to hold back my tears so it don't make you stay here yeah i'mma try to be a big girl now 'cause i don't wanna be the reason you don't leave   farewell somebody's gonna miss you miss you miss you miss you farewell somebody's gonna wish that you were here farewell somebody's gonna miss you miss you miss you miss you farewell somebody's gonna wish that you were here that somebody's me,-0.8132,0.146,0.76,0.094,Negative
Rihanna,G4L,Rated R,2009-11-20,i lick the gun when i'm done 'cause i know that revenge is sweet so sweet this is a gang ladies thang baby bang tell me what you need oh any motherfucker wanna disrespect playing with fire finna get you wet how it feel down there on your knees  pre i got this girls like a soldier trip and it's goin' down down down   i'm ready to roll girl i'm with you if they get you they get me so come on let's go bitch i'm with you if you with it you with me you know i'm down down for life load it reload it and let's go gangsta for life 'til the day that i die yeah i promise i'm standing high 'cause you know that i'm down you know i'm down gangsta for life   we drivin' by with them headlights off we know where you stay know what you did we don't play that shit nigga we don't play no everybody cried when you did your dirt acting like a bitch finna get you hurt breaking lives down to their knees oh  pre i got this girls like a soldier trip and it's goin' down down down   i'm ready to roll girl i'm with you if they get you they get me so come on let's go bitch i'm with you if you with it you with me you know i'm down down for life load it reload it and let's go gangsta for life 'til the day that i die yeah i promise i'm standing high 'cause you know that i'm down you know i'm down gangsta for life   guns check girls check come on we ain't done yet got a lot to handle we ain't takin' over the world yet we're an army better yet a navy better yet crazy guns in the air guns in the air guns in the air can't hurt us again when you come around here we got our guns got our guns we got our guns got our guns we got our guns in the motherfuckin' air oh   i'm down for life gangsta for life i'm down for life gangsta for life you know i'm down down for life load it reload it and let's go gangsta for life 'til the day that i die yeah i promise i'll stand and fight 'cause you know that i'm down you know i'm down gangsta for life   i lick the gun when i'm done 'cause i know that revenge is sweet,-0.9029,0.121,0.771,0.108,Negative
Rihanna,Selfish Girl,A Girl Like Me,2006-04-10,baby boy what you done to me i saw you smiling suddenly i can't get you out my mind i got it bad boy i can't lie i want your time and your full attention i wanna to talk to you and not to mention good love that you give to me i think about it constantly no i won't apologize for feeling like i do it's just the simple facts of life i'm crazy over you   i'm a selfish girl when it comes to you every minute of the day i'm addicted to what you're giving me boy it's killing me when it comes to love i'm not tryna share you you might think i'm greedy but i just don't care i need you in my world 'cause i'm a selfish girl   i understand that you got your crew but i've got something in mind for you make you lose all track of time guaranteed to blow your mind i don't care what anybody got to say maybe they never had it quite this way let them talk and criticize they all need to recognize they might see i'm a bit extreme to need you night and day what i feel can't be concealed there ain't no other way   i'm a selfish girl when it comes to you i'm a selfish girl every minute of the day i'm addicted to what you're giving me boy it's killing me when it comes to love i'm not tryna share you when it comes to love i don't share you might think i'm greedy but i just don't care i need you in my world 'cause i'm a selfish girl   boy you got me tripping i didn't know what i was missing this is crazy crazy so amazing so amazing i didn't mean to be demanding but i hope you're understanding i'm not playing boy i'm not playing boy i'm just saying boy they might seem i'm a bit extreme to need you night and day but what i feel can't be concealed there ain't no other way   i'm a selfish girl i'm a selfish girl when it comes to you every minute of the day every day i'm addicted to what you're giving me boy it's killing me when it comes to love i'm not tryna share you you might think i'm greedy but i just don't care i need you in my world 'cause i'm a selfish girl need you in my world i'm a selfish girl   boy you got me tripping i didn't know what i was missing didn't know what i was missing this is crazy crazy so amazing so amazing i didn't mean to be demanding but i hope your understanding,-0.9903,0.212,0.665,0.123,Negative
Rihanna,Now I Know,Music of the Sun (UK Edition)  ,2005-08-19,took a chance rolled the dice on me and you opened up let you in my world like a dance started slow and then love took control swept away so proud to be your girl when you write a story much too fast sometimes a happy ending doesnt last   now i know that love ain't meant to be a play thing now i know its not an ordinary everyday thing now i know that when it's right it's so amazing when its wrong you gotta let it go now i know now i know   remember when we said our love would last forever but then again how are we to know there comes a time that love will change like stormy weather a sunny day will suddenly turn cold time will teach you all you need to learn but there'll always be a first time you get burned oh whoa   now i know that love ain't meant to be a play thing now i know its not an ordinary everyday thing now i know that when it's right it's so amazing when its wrong you gotta let it go now i know now i know   i don't regret a single day joy and pain along the way a broken hearts the price we pay as sad as it may seem baby can't you see its the way its gotta be   now i know that love ain't meant to be a play thing now i know its not an ordinary everyday thing now i know that when it's right it's so amazing when its wrong you gotta let it go now i know now i know   yeah no no now i know,0.996,0.069,0.698,0.233,Positive
Rihanna,Rush,Music of the Sun (UK Edition)  ,2005-08-19,kardinal offishall start time no miss rihanna kardinal offishall celebrity face the galdem rush to feel the ill touch galdem ball and gyal them a scream they think ita love but a lust thats why a bad gyal beside is a must for i bust she's the angel of me conscious yo yo yo   rihanna never thought that i could feel something so strong i wanna hold onto this moment before it's gone i wanna hold your body close it's callin' to me and when i look into your eyes i'm likin' what i see boy don't hold back from me just give me everything you got i wonder i can keep i know you're gonna keep it hot   rihanna i catch a rush boy whenever we touch i go crazy i'm feeling you baby i trip like this boy whenever we kiss i can't take it you know i can't fake it   kardinal offishall yo yo yo well i'm back with the boys and i knowin' that don't watch my face my gyal you know i'm coming back most of mea gyal them slide off easy like a thunderclap when i see you from the back you know me need all a dat yo yo yo   rihanna don't even know your name but this feels so right it's like i've known you boy for all of my life don't need to say a word we both understand and my eyes are telling you catch me if you can i'm falling faster now you know you got me where you want too late i can't slow down no way we're ever gonna stop   rihanna i catch a rush boy whenever we touch i go crazy i go crazy i'm feeling you baby i trip like this boy whenever we kiss i can't take it you know i can't fake it   kardinal offishall  rihanna no i can't take it no i can't take it no no my girl turn it around and cut it out and come a little close so you feel what i'm 'bout here no i can't take it no i can't take it no no my girl turn it around bring it near let me show you a thing dat a done ya career   rihanna i'm falling faster now you know you got me where you want too late i can't slow down no way we're ever gonna stop   rihanna i catch a rush boy whenever we touch i go crazy i'm feeling you baby i trip like this boy whenever we kiss i can't take it you know i can't fake it i catch a rush boy whenever we touch i go crazy i'm feeling you baby,0.9863,0.079,0.774,0.148,Positive
Rihanna,A Child Is Born,Now That’s What I Call Christmas! 4 [US],2010-10-12,as i was walkin' down the road to bethlehem one night i looked up to the sky and there i saw a wondrous sight a star was shining brighter than i'd ever seen before and a host of angels sang to me never heard a song so pure they said don't be afraid we bring good news to all the world with great tidings of joy for every boy and every girl   a child is born on this holy night and all the angels sing of the joy he brings with a star so bright so come to see mary's sweet baby and let our praises ring to the newborn king while he sleeps so peacefully so peacefully oh yeah   as i went down into the town to see what i could see three mighty kings with golden rings came ridin' up to me they said they seek the child who was born beneath the star of all the kings this one would be the mightiest by far so wake up everybody 'cause the blessed day has come and ring the bell so we can tell the news to everyone   a child is born on this holy night and all the angels sing of the joy he brings with a star so bright so come to see mary's sweet baby and let our praises ring to the newborn king while he sleeps so peacefully so peacefully hallelujah hallelujah hallelujah   so wake up everybody 'cause the blessed day has come and ring the bell so we can tell the news to everyone   a child is born on this holy night and all the angels sing of the joy he brings with a star so bright so come to see mary's sweet baby and let our praises ring to the newborn king while he sleeps so peacefully so peacefully oh yeah,0.9988,0.0,0.722,0.278,Positive
